gp_id,go_annotations,go_term,go_definitions,Obsolete,Parents,Aspect,go_id_pmc,go_term_pmc,normalized_term,normalized_id,go_match
GO:0070618,1,Grb2-Sos complex,"A protein complex that contains Grb2 and the guanine nucleotide exchange factor Sos (or an ortholog thereof, such as mSos1), and is involved in linking EGFR activation to the p21-Ras pathway.",FALSE,GO:0098797,cellular_component,0,608,no appropriate match,GO:0000000,0
GO:0005642,5,annulate lamellae,"Stacks of endoplasmic reticulum (ER) membranes containing a high density of nuclear pores, thought to form from excess nuclear membrane components, that have been described in a number of different cells. Annulate lamellar membranes are continuous with and embedded within the ER.",FALSE,GO:0042175|GO:0016020,cellular_component,1,606,annulate lamellae,GO:0005642,1
GO:0072562,142,blood microparticle,"A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids.",FALSE,GO:0005615|GO:0110165,cellular_component,117,602,blood microparticle,GO:0072562,1
GO:0070310,2,ATR-ATRIP complex,A protein complex that contains the protein kinase ATR and ATR-interacting protein (ATRIP) and binds single-stranded DNA; ssDNA binding affinity is increased in the presence of replication protein A.,FALSE,GO:0140513,cellular_component,1,602,ATR-ATRIP complex,GO:0036499,0
GO:0070820,4,tertiary granule,A secretory granule that contains cathepsin and gelatinase and is readily exocytosed upon cell activation; found primarily in mature neutrophil cells.,FALSE,GO:0030141,cellular_component,61,596,tertiary granule,GO:0070820,1
GO:0032432,12,actin filament bundle,An assembly of actin filaments that are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness.,FALSE,GO:0015629|GO:0110165,cellular_component,25,592,actin filament bundle,GO:0032432,1
GO:0001650,359,fibrillar center,"A structure found most metazoan nucleoli, but not usually found in lower eukaryotes; surrounded by the dense fibrillar component; the zone of transcription from multiple copies of the pre-rRNA genes is in the border region between these two structures.",FALSE,GO:0110165|GO:0005730,cellular_component,11,589,fibrillar center,GO:0001650,1
GO:0001401,21,SAM complex,A large complex of the mitochondrial outer membrane that mediates sorting of some imported proteins to the outer membrane and their assembly in the membrane; functions after import of incoming proteins by the mitochondrial outer membrane translocase complex.|See also the cellular component term 'mitochondrial outer membrane translocase complex ; GO:0005742'.,FALSE,GO:0005742,cellular_component,2,589,SAM complex,GO:0033173,0
GO:0005740,9,mitochondrial envelope,The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space.,FALSE,GO:0031967|GO:0005739,cellular_component,88,585,mitochondrial envelope,GO:0005740,1
GO:0043231,1882,intracellular membrane-bounded organelle,"Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.",FALSE,GO:0043227|GO:0043229,cellular_component,248,583,intracellular membrane-bounded organelle,GO:0043231,1
GO:0042582,11,azurophil granule,Primary lysosomal granule readily stainable with a Romanowsky stain.,FALSE,GO:0005766|GO:0030141,cellular_component,15,582,azurophil granule,GO:0042582,1
GO:1905360,2,GTPase complex,A protein complex which is capable of GTPase activity.|An example of this is HRAS in human (P01112) in PMID:9178006 (inferred from direct assay).,FALSE,GO:1902494,cellular_component,4,582,GTPase complex,GO:0031683,0
GO:0035267,73,NuA4 histone acetyltransferase complex,"A complex having histone acetylase activity on chromatin, as well as ATPase, DNA helicase and structural DNA binding activities. The complex is thought to be involved in double-strand DNA break repair. Subunits of the human complex include HTATIP/TIP60, TRRAP, RUVBL1, BUVBL2, beta-actin and BAF53/ACTL6A. In yeast, the complex has 13 subunits, including the catalytic subunit Esa1 (homologous to human Tip60).",FALSE,GO:0043189,cellular_component,11,581,NuA4 histone acetyltransferase complex,GO:0035267,1
GO:0030122,26,AP-2 adaptor complex,"A heterotetrameric AP-type membrane coat adaptor complex that consists of alpha, beta2, mu2 and sigma2 subunits, and links clathrin to the membrane surface of a vesicle, and the cargo receptors during receptor/clathrin mediated endocytosis. Vesicles with AP-2-containing coats are normally found primarily near the plasma membrane, on endocytic vesicles. In at least humans, the AP-2 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different alpha genes (alphaA and alphaC).",FALSE,GO:0098797|GO:0030132|GO:0030131|GO:0030128,cellular_component,5,581,AP-2 adaptor complex,GO:0030121,0
GO:0032300,5,mismatch repair complex,Any complex formed of proteins that act in mismatch repair.,FALSE,GO:0005622|GO:0032991,cellular_component,5,580,mismatch repair complex,GO:0032300,1
GO:0005683,9,U7 snRNP,A ribonucleoprotein complex that contains the U7 snRNA and is required for the 3'-end processing of replication-dependent histone pre-mRNAs.,FALSE,GO:0030532,cellular_component,1,579,U7 snRNP,GO:0030532,0
GO:0032009,13,early phagosome,A membrane-bounded intracellular vesicle as initially formed upon the ingestion of particulate material by phagocytosis.,FALSE,GO:0045335,cellular_component,4,576,early phagosome,GO:0032127,0
GO:1990425,2,ryanodine receptor complex,"A voltage-gated calcium-release channel complex of the sarcoplasmic or endoplasmic reticulum. It plays an important role in the excitation-contraction (E-C) coupling of muscle cells. RyR comprises a family of ryanodine receptors, widely expressed throughout the animal kingdom.|An example of this is RyR1 in rabbit (P11716) in PMID:2550460 (inferred from electron microscopy).",FALSE,GO:0140534|GO:0005891|GO:0033017,cellular_component,0,576,ryanodine receptor complex,GO:0034660,0
GO:0043228,1,non-membrane-bounded organelle,"Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes.",FALSE,GO:0043226,cellular_component,122,567,non-membrane-bounded organelle,GO:0043228,1
GO:0043296,41,apical junction complex,"A functional unit located near the cell apex at the points of contact between epithelial cells, which in vertebrates is composed of the tight junction, the zonula adherens, and desmosomes and in some invertebrates, such as Drosophila, is composed of the subapical complex (SAC), the zonula adherens and the septate junction. Functions in the regulation of cell polarity, tissue integrity and intercellular adhesion and permeability.",FALSE,GO:0005911,cellular_component,24,565,apical junction complex,GO:0043296,1
GO:0044300,7,cerebellar mossy fiber,"An axon arising from cerebellar projecting cells in the cochlea, vestibular nuclei, spinal cord, reticular formation, cerebellar nuclei and basilar pontine nuclei. Mossy fibers enter through all three cerebellar peduncles and send collaterals to the deep cerebellar nuclei, then branch in the white matter and terminate in the granule cell layer. Through this branching, a given mossy fiber can innervate several folia. Mossy fibers synapse on granule cells. The synaptic contacts are made at enlargements along the length of the mossy fiber called mossy fiber rosettes. The enlargements of the rosettes give the axons a mossy-looking appearance in Golgi stained preparations.",FALSE,GO:0030424,cellular_component,2,558,no appropriate match,GO:0000000,0
GO:0000800,16,lateral element,"A proteinaceous core found between sister chromatids during meiotic prophase.|In species that have a synaptonemal complex, the lateral elements are part of this complex. S.pombe is an example of a species that lacks a (canonical) synaptonemal complex, but still has lateral elements.",FALSE,GO:0110165|GO:0000795,cellular_component,3,557,lateral element,GO:0005702,0
GO:0031265,10,CD95 death-inducing signaling complex,"A protein complex formed upon binding of Fas/CD95/APO-1 to its ligand. The complex includes FADD/Mort1, procaspase-8/10 and c-FLIP in addition to the ligand-bound receptor.",FALSE,GO:0031264,cellular_component,3,557,CD95 death-inducing signaling complex,GO:0071556,0
GO:0044853,37,plasma membrane raft,A membrane raft that is part of the plasma membrane.,FALSE,GO:0045121|GO:0098590,cellular_component,25,549,plasma membrane raft,GO:0044853,1
GO:0060205,3,cytoplasmic vesicle lumen,The volume enclosed by a cytoplasmic vesicle.,FALSE,GO:0031983|GO:0031410|GO:0070013,cellular_component,100,548,cytoplasmic vesicle lumen,GO:0060205,1
GO:0000814,13,ESCRT II complex,An endosomal sorting complex required for transport and functions downstream of ESCRT I complex. It consists of the class E vacuolar protein sorting (Vps) proteins and is required for the membrane recruitment of ESCRT III complex and binds to ubiquitinated cargoes.,FALSE,GO:0098796|GO:0036452|GO:0010008,cellular_component,0,547,ESCRT II complex,GO:0030920,0
GO:0005687,174,U4 snRNP,"A ribonucleoprotein complex that contains small nuclear RNA U4, a heptameric ring of Sm proteins, as well as several proteins that are unique to the U4 snRNP, most of which remain associated with the U4 snRNA both while the U4 snRNP is free or assembled into the U4/U6 snRNP or into a series of spliceosomal complexes.",FALSE,GO:0097525,cellular_component,5,546,U4 snRNP,GO:0005684,0
GO:0033565,10,ESCRT-0 complex,"A protein complex required for the recycling of Golgi proteins, formation of lumenal membranes and sorting of ubiquitinated proteins into those membranes. This complex includes Vps1p and Hse1p in yeast and the Hrs and STAM proteins in mammals.",FALSE,GO:0036452,cellular_component,2,539,ESCRT-0 complex,GO:0034091,0
GO:0055087,11,Ski complex,A protein complex that regulates RNA degradation by the exosome complex. In Saccharomyces the complex has a heterotetrameric stoichiometry consisting of one copy each of Ski2p and Ski3 and two copies of Ski8p.,FALSE,GO:0005737|GO:0032991,cellular_component,1,537,no appropriate match,GO:0000000,0
GO:0000938,17,GARP complex,A quatrefoil tethering complex required for retrograde traffic from the early endosome back to the late Golgi and biogenesis of cytoplasmic vesicles.,FALSE,GO:0099023|GO:0031410|GO:0005794,cellular_component,1,536,GARP complex,GO:0032585,0
GO:0005762,196,mitochondrial large ribosomal subunit,The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site).,FALSE,GO:0098798|GO:0015934|GO:0005761|GO:0000315,cellular_component,18,535,mitochondrial large ribosomal subunit,GO:0005762,1
GO:1990779,9,glycoprotein Ib-IX-V complex,A transmembrane signaling receptor complex found exclusively on platelets. Involved in haemostasis and thrombosis where it aids blood coagulation.|An example of this is GB1BA in human (P07359) in PMID:1730602 (inferred from direct assay).,FALSE,GO:0090665|GO:0098802,cellular_component,0,535,glycoprotein Ib-IX-V complex,GO:0038021,0
