hpo_id,hpo_term,hpo_parent,hpo_term_pmc,hpo_annotations,hpo_id_pmc,normalized_term,normalized_id,hpo_match
HP:0003987,Fractured ulna,HP:0040071|HP:0025736|HP:0003961,10749,0,1,Ulnar fracture,HP:0003084,0
HP:0011059,Localized periodontitis,HP:0000704,10749,0,0,Localized periodontitis,HP:0000704,0
HP:0032635,Tubulointerstitial microganismal infiltration,HP:0001969,10747,0,1,no appropriate match,HP:0000000,0
HP:0012377,Hemianopia,HP:0001123,10747,21,0,Hemianopia,HP:0000505,0
HP:0034588,Crypt hyperplasia,HP:0025129,10743,1,0,Intestinal crypt hyperplasia,HP:0011023,0
HP:3000043,Abnormal facial vein morphology,HP:3000036|HP:3000037|HP:0002624,10737,1,0,Abnormality of the facial veins,HP:0005348,0
HP:0009379,Rhomboid or triangular shaped 5th finger distal phalanx,HP:0009245,10735,0,1,Triangular shaped distal phalanx of the 5th finger,HP:0009982,0
HP:0020290,CD79a expression,HP:0430091,10734,0,0,no appropriate match,HP:0000000,0
HP:0005910,Rhomboid or triangular shaped 5th finger middle phalanx,HP:0009182,10730,1,0,Triangular middle phalanx of the 5th finger,HP:0004202,0
HP:0002888,Ependymoma,HP:0009733,10728,14,1,Ependymoma,HP:0002888,1
HP:0031089,Palatal edema,HP:0000174,10725,0,1,no appropriate match,HP:0000000,0
HP:0032867,Refractory status epilepticus,HP:0002133,10723,3,1,Refractory status epilepticus,HP:0032670,0
HP:0500204,Decreased CSF arginine concentration,HP:0500202,10723,2,0,Decreased CSF arginine,HP:0010912,0
HP:0000775,Abnormality of the diaphragm,HP:0011805,10720,9,4,Abnormality of the diaphragm,HP:0000775,1
HP:0009236,Rhomboid or triangular shaped 5th finger proximal phalanx,HP:0009233,10720,0,1,Triangular shaped phalanges of the 5th finger,HP:0009190,0
HP:0011476,Profound sensorineural hearing impairment,HP:0000407|HP:0012715,10714,12,1,Profound sensorineural hearing impairment,HP:0008624,0
HP:0008357,Reduced factor XIII activity,HP:0010990,10709,5,2,Reduced factor XIII activity,HP:0008160,0
HP:0011503,Aplasia of the fovea,HP:0008060,10707,0,0,Foveal hypoplasia,HP:0007750,0
HP:0030507,Retinal crystals,HP:0030506,10701,1,2,Crystalline deposits in the retina,HP:0007708,0
HP:0031982,Abnormal putamen morphology,HP:0010994,10697,5,10,Abnormality of the putamen,HP:0012711,0
HP:0034697,Cutaneous telangiectasia,HP:0001009,10690,2,0,Telangiectasia,HP:0001007,0
HP:0002231,Sparse body hair,HP:0008070,10686,54,0,Sparse body hair,HP:0002231,1
HP:0000047,Hypospadias,HP:0100627,10685,404,13,Hypospadias,HP:0000047,1
HP:0002635,Type IV atherosclerotic lesion,HP:0031678,10684,2,1,Atherosclerosis,HP:0002621,0
HP:0012343,Decreased circulating ferritin concentration,HP:0040133,10681,8,1,Decreased serum ferritin,HP:0004325,0
HP:0006717,Peripheral neuroepithelioma,HP:0100007,10678,0,0,Peripheral primitive neuroectodermal tumor,HP:0030421,0
HP:0005150,Abnormal atrioventricular conduction,HP:0031546,10677,9,0,Atrioventricular block,HP:0001677,0
HP:0001119,Keratoglobus,HP:0100692|HP:0100689|HP:0007700,10666,5,2,Keratoglobus,HP:0000563,0
HP:0011401,Delayed peripheral myelination,HP:0012448|HP:0003130,10665,3,0,Delayed peripheral myelination,HP:0007188,0
HP:0006443,Patellar aplasia,HP:0006498,10657,31,1,Aplasia of the patella,HP:0006498,0
HP:0011508,Macular hole,HP:0001103|HP:0011958,10654,1,1,Macular hole,HP:0001146,0
HP:0020149,Elevated circulating succinate,HP:0010995,10653,0,0,no appropriate match,HP:0000000,0
HP:0030370,Abnormal proportion of naive B cells,HP:0025539,10652,0,0,Abnormal proportion of naive B cells,HP:0032360,0
HP:0005926,Abnormal hand cortical bone morphology,HP:0005922|HP:0003103,10651,0,0,Abnormality of the hand bones,HP:0005924,0
HP:0005376,Recurrent Haemophilus influenzae infections,HP:0005420,10646,5,1,Recurrent bacterial infections,HP:0002719,0
HP:0034543,Mycobacterium bacteremia,HP:0031864,10641,0,0,no appropriate match,HP:0000000,0
HP:0001902,Giant platelets,HP:0011877,10635,11,0,Abnormally large platelets,HP:0001877,0
HP:0000563,Keratoconus,HP:0100692|HP:0100689,10633,44,4,Keratoconus,HP:0000563,1
HP:0410016,Abnormal cranial ganglion morphology,HP:0410014,10629,0,0,Abnormal cranial nerve morphology,HP:0004322,0
HP:0046508,Abnormal cervical spine morphology,HP:0003468|HP:0003319,10624,0,0,Abnormality of the cervical spine,HP:0003319,0
HP:0000009,Functional abnormality of the bladder,HP:0000014,10621,18,11,Abnormality of bladder function,HP:0012583,0
HP:0034536,Ameliorated by exposure to medication,HP:0025254,10611,0,0,no appropriate match,HP:0000000,0
HP:0031596,Abnormal PR segment,HP:0003115,10609,0,0,Abnormal PR interval,HP:0012662,0
HP:0003368,Abnormal femoral head morphology,HP:0003366,10603,4,0,Abnormality of the femoral head,HP:0003368,1
HP:0010480,Urethral fistula,HP:0100589|HP:0000795,10601,1,0,Urethral fistula,HP:0000038,0
HP:0500033,Abnormal natural killer subset distribution,HP:0040089,10596,0,0,Abnormality of natural killer cell physiology,HP:0011846,0
HP:5200218,Derealization,HP:5200216,10595,2,0,Derealization,HP:0002826,0
HP:6000386,Positive cold agglutinin test,HP:6000388,10594,0,0,Cold agglutinin positivity,HP:0032220,0
HP:0002356,Writer's cramp,HP:0004373,10593,25,1,Writer's cramp,HP:0002485,0
HP:0008516,Abnormality of the vertebral spinous processes,HP:0003312,10591,2,0,Abnormality of the spinous process of vertebrae,HP:0000925,0
HP:0030901,Pruritis on breast,HP:0000989,10587,1,3,Pruritus,HP:0000989,0
HP:0011352,Severe receptive language delay,HP:0010863,10578,3,0,Severe speech and language delay,HP:0001344,0
HP:0008963,Tibialis muscle weakness,HP:0009053,10572,7,1,Distal lower limb muscle weakness,HP:0009053,0
HP:0002992,Abnormal tibia morphology,HP:0040069|HP:0002981,10568,28,0,Abnormality of the tibia,HP:0005736,0
HP:0012751,Abnormal basal ganglia MRI signal intensity,HP:0002134,10566,20,1,Abnormal basal ganglia MRI signal,HP:0031939,0
HP:0030847,Abnormal jugular venous pressure,HP:0030846,10552,0,0,Abnormality of the jugular venous pressure,HP:0030957,0
HP:0007021,Pain insensitivity,HP:0007328,10548,35,3,Pain insensitivity,HP:0007021,1
HP:0040314,Blind vagina,HP:0000142,10548,6,2,Blind-ending vagina,HP:0000058,0
HP:0005571,Increased renal tubular phosphate reabsorption,HP:0011038,10543,1,1,Increased renal tubular phosphate reabsorption,HP:0003080,0
HP:0032975,Abnormal bronchoalveolar fluid protein level,HP:0032973,10542,0,0,Abnormality of bronchoalveolar lavage fluid,HP:0031971,0
HP:0005292,Intimal thickening in the coronary arteries,HP:0006704,10530,1,1,Coronary artery intimal thickening,HP:0030300,0
HP:0008944,Distal lower limb amyotrophy,HP:0007210|HP:0003693,10517,68,2,Distal lower limb amyotrophy,HP:0008944,1
HP:0010939,Abnormal nasal bone morphology,HP:0010937,10510,3,0,Abnormality of the nasal bone,HP:0005105,0
HP:0003349,Low cholesterol esterification rate,HP:0012379,10508,3,0,Abnormal cholesterol esterification,HP:0010989,0
HP:4000054,Exanthem,HP:0000988,10508,0,0,Exanthema,HP:0025142,0
HP:0034007,Posterior atrophy of corpus callosum,HP:0033725,10507,1,0,Posterior corpus callosum atrophy,HP:0007371,0
HP:0030881,Shoulder impingement,HP:0033129,10500,0,0,no appropriate match,HP:0000000,0
HP:0010517,Ectopic thymus tissue,HP:0000777,10499,1,1,Ectopic thymus,HP:0000761,0
HP:0030067,Peripheral primitive neuroectodermal neoplasm,HP:0030065,10498,1,0,no appropriate match,HP:0000000,0
HP:0012591,Abnormal urinary electrolyte concentration,HP:0003110,10497,4,0,Abnormality of urine homeostasis,HP:0012599,0
HP:0011799,Abnormality of facial soft tissue,HP:0000271,10494,2,1,Abnormality of the facial soft tissues,HP:0011335,0
HP:0033246,Type II pneumocyte hypertrophy,HP:0033245,10485,1,0,no appropriate match,HP:0000000,0
HP:0025062,Geophagia,HP:0011856,10483,1,0,Pica,HP:0011034,0
HP:0004014,Broad radial epiphyseal plate,HP:0003999,10482,0,0,Wide radial epiphysis,HP:0003025,0
HP:0410069,Increased level of propylene glycol in blood,HP:0032180,10481,1,0,no appropriate match,HP:0000000,0
HP:0011976,Elevated urinary catecholamine level,HP:0011281,10476,5,0,Increased urinary catecholamines,HP:0003351,0
HP:0002169,Clonus,HP:0011442|HP:0004305|HP:0001347,10475,85,5,Clonus,HP:0002169,1
HP:0005849,Diffuse cerebral calcification,HP:0002514,10468,0,0,Intracranial calcification,HP:0002514,0
HP:0010286,Abnormal salivary gland morphology,HP:0000163,10466,13,1,Abnormality of the salivary glands,HP:0000282,0
HP:0034376,Atrioventricular valve regurgitation,HP:0031650,10460,1,0,Atrioventricular valve regurgitation,HP:0001650,0
HP:0032219,Increased proportion of CD4-positive T cells,HP:0031392,10454,1,1,Increased proportion of CD4-positive T cells,HP:0011842,0
HP:0030812,Enlarged tonsils,HP:0100765,10452,11,1,Tonsillar hypertrophy,HP:0002858,0
HP:0002917,Hypomagnesemia,HP:0004921,10448,38,0,Hypomagnesemia,HP:0002917,1
HP:0031234,Neutrophilic infiltration of the skin,HP:0011123,10447,4,0,Neutrophilic dermatosis,HP:0410042,0
HP:0010946,Dilatation of the renal pelvis,HP:0010944,10441,15,1,Renal pelvis dilatation,HP:0000126,0
HP:0041050,Renal tubular cyst,HP:0000107|HP:0000091,10432,1,0,Renal cortical cyst,HP:0000803,0
HP:0032306,Increased circulating mannose-binding protein concentration,HP:0032304,10427,0,0,no appropriate match,HP:0000000,0
HP:0032564,Ileitis,HP:0001549,10421,5,1,Inflammation of the ileum,HP:0011023,0
HP:0025188,Retinal vasculitis,HP:0008046,10414,7,2,Retinal vasculitis,HP:0012122,0
HP:0034846,Fetal fluorouracil exposure,HP:0034756,10394,0,1,no appropriate match,HP:0000000,0
HP:0030207,Paradoxical respiration,HP:0002793,10392,2,0,Paradoxical respiration,HP:0002883,0
HP:0030499,Macular drusen,HP:0030500|HP:0011510,10389,6,0,Drusen of the macula,HP:0007754,0
HP:0000812,Abnormal internal genitalia,HP:0012243,10383,6,4,Abnormality of the internal genitalia,HP:0010461,0
HP:0002933,Ventral hernia,HP:0004299,10383,8,1,Abdominal wall hernia,HP:0004298,0
HP:0032336,Increased circulating specific IgE antibody concentration,HP:0010701,10380,1,0,Increased IgE level,HP:0003212,0
HP:0006548,Pulmonary arteriovenous malformation,HP:0100026|HP:0004930,10377,8,0,Pulmonary arteriovenous malformation,HP:0004933,0
HP:0041167,Fractured cervical vertebra,HP:0046508|HP:0041166,10376,0,0,Cervical vertebral fracture,HP:0004921,0
HP:0005990,Thyroid hypoplasia,HP:0033079,10372,18,1,Thyroid hypoplasia,HP:0000129,0
HP:6000780,Olanzapine exposure,HP:4000112,10372,0,0,no appropriate match,HP:0000000,0
HP:0008449,Progressive cervical vertebral spine fusion,HP:0002949,10367,1,0,Progressive cervical vertebral fusion,HP:0002949,0
HP:6000180,Triggered by volatile organic compounds,HP:0025204,10365,0,0,no appropriate match,HP:0000000,0
HP:0008717,Unilateral renal atrophy,HP:0012585,10364,1,0,Unilateral renal agenesis,HP:0000122,0
HP:0430075,Mammary blocked duct,HP:0031094,10361,0,0,no appropriate match,HP:0000000,0
HP:0100925,Sclerosis of foot bone,HP:0011001,10358,4,0,Sclerosis of the foot bones,HP:0100773,0
HP:0032447,Pulmonary bleb,HP:0002097,10357,2,0,no appropriate match,HP:0000000,0
HP:0001067,Neurofibroma,HP:0100007|HP:0010614|HP:0008069,10347,19,6,Neurofibroma,HP:0001067,1
HP:0034975,Occipital horn,HP:0012294,10347,1,0,Occipital horn,HP:0002071,0
HP:0012674,Aplasia of the lower vagina,HP:0003250,10346,0,0,Vaginal atresia,HP:0000148,0
HP:0001931,Hypochromic anemia,HP:0010972,10340,13,0,Hypochromic anemia,HP:0001931,1
HP:0006344,Abnormal primary molar morphology,HP:0011070|HP:0006481,10335,2,1,Abnormal primary molar morphology,HP:0011073,0
HP:0030126,Abnormal endometrium morphology,HP:0031105,10327,2,0,Abnormality of the endometrium,HP:0011421,0
HP:0020104,Unusual protozoan infection,HP:0032101,10324,0,0,no appropriate match,HP:0000000,0
HP:6000292,Elevated tissue sphingomyelin concentration,HP:0034370,10322,0,0,Increased sphingomyelin level,HP:0012128,0
HP:0001405,Periportal fibrosis,HP:0001395,10320,18,4,Periportal fibrosis,HP:0002612,0
HP:0030532,Visual acuity test abnormality,HP:0007663,10315,4,3,Abnormality of visual acuity,HP:0000505,0
HP:0034619,Decreased circulating membrane cofactor protein concentration,HP:0034618,10315,0,0,Decreased serum membrane cofactor protein,HP:0033210,0
HP:5200062,Auditory sensory seeking,HP:4000079,10293,0,0,no appropriate match,HP:0000000,0
HP:0006677,Prolonged QRS complex,HP:0025074,10289,13,1,Prolonged QRS complex,HP:0005181,0
HP:0032678,Eyelid myoclonia seizure,HP:0002123,10287,1,1,Eyelid myoclonia,HP:0025173,0
HP:0007291,Posterior fossa cyst,HP:0010576|HP:0000932,10286,15,0,Posterior fossa cyst,HP:0002419,0
HP:0002905,Hyperphosphatemia,HP:0100529,10281,35,3,Hyperphosphatemia,HP:0002905,1
HP:0002372,Normal interictal EEG,HP:0025373,10280,5,0,no appropriate match,HP:0000000,0
HP:0033272,Abnormal glomerular endothelial cell morphology,HP:0025006,10271,0,0,Abnormal glomerular endothelial cell morphology,HP:0031670,0
HP:0000765,Abnormal thorax morphology,HP:0009121,10264,53,4,Abnormality of the thorax,HP:0000765,1
HP:4000139,Fetal abdominal cyst,HP:0034207,10264,0,0,Fetal abdominal cyst,HP:0010883,0
HP:0034251,Abnormal corneal reflex,HP:0012373,10262,0,0,Abnormal pupillary light reflex,HP:0032460,0
HP:0031562,Balanced double aortic arch,HP:0011590,10262,0,0,no appropriate match,HP:0000000,0
HP:0010908,Abnormal circulating lysine concentration,HP:0010899,10258,0,0,Abnormal circulating lysine level,HP:0010960,0
HP:0033192,Decreased circulating selenium concentration,HP:0031903,10244,1,0,Decreased serum selenium,HP:0012580,0
HP:0001845,Overlapping toe,HP:0034398,10236,93,4,Overlapping toe,HP:0001847,0
HP:0000253,Progressive microcephaly,HP:0005484,10235,95,5,Progressive microcephaly,HP:0000253,1
HP:0003358,Elevated intracellular cystine,HP:0011017,10232,2,0,Cystine storage,HP:0003252,0
HP:0010105,Short first metatarsal,HP:0010054|HP:0010743,10229,6,2,Short first metatarsal,HP:0010109,0
HP:0012612,Abnormal urinary sulfate concentration,HP:0033354,10227,0,0,Abnormal urine sulfate level,HP:0012599,0
HP:0001384,Abnormal hip joint morphology,HP:0100491|HP:0003272,10223,9,2,Abnormality of the hip joint,HP:0001367,0
HP:0009466,Radial deviation of finger,HP:0009485|HP:0004097,10220,46,0,Radial deviation of the fingers,HP:0009466,1
HP:0025200,Muscle fiber actin filament accumulation,HP:0100299,10220,0,0,no appropriate match,HP:0000000,0
HP:0012621,Persistent cloaca,HP:0012620,10218,2,0,Persistent cloaca,HP:0000069,0
HP:0100003,Peritoneal mesothelioma,HP:0002585|HP:0100001|HP:0100016,10218,0,0,no appropriate match,HP:0000000,0
HP:0100763,Abnormality of the lymphatic system,HP:0002597|HP:0002715,10216,18,3,Abnormality of the lymphatic system,HP:0100763,1
HP:0031827,Absent abdominal reflex,HP:0031828,10215,0,0,Absent abdominal reflexes,HP:0001916,0
HP:0031559,Reduced fibroblast CD16 level,HP:0031552,10214,0,0,no appropriate match,HP:0000000,0
HP:5200361,Prolonged REM sleep,HP:5200298|HP:0002494,10212,0,0,no appropriate match,HP:0000000,0
HP:0025128,Reduced intraabdominal adipose tissue,HP:0040063,10206,3,0,Decreased abdominal fat,HP:0003680,0
HP:0032187,Anal intraepithelial neoplasia,HP:0032186,10203,0,1,Anal intraepithelial neoplasia,HP:0030443,0
HP:0033057,Decreased circulating terminal complement component concentration,HP:0004431,10203,0,0,Decreased circulating terminal complement component concentration,HP:0010971,0
HP:0034490,Increased circulating interleukin 4 concentration,HP:0011117,10201,0,0,Increased circulating interleukin-4 level,HP:0034111,0
HP:0410352,Increased complex N-glycan level,HP:0410351,10201,0,0,no appropriate match,HP:0000000,0
HP:0008208,Parathyroid hyperplasia,HP:0011766,10195,8,0,Parathyroid hyperplasia,HP:0000864,0
HP:0200116,Distal ileal atresia,HP:0011102,10195,1,0,Ileal atresia,HP:0011100,0
HP:0034598,Elevated urinary creatine level,HP:6000531,10191,0,0,Increased urinary creatine,HP:0012622,0
HP:0001071,Angiokeratoma corporis diffusum,HP:0001014,10188,6,7,Angiokeratoma corporis diffusum,HP:0001015,0
HP:0000820,Abnormality of the thyroid gland,HP:0000818,10188,28,1,Abnormality of the thyroid gland,HP:0010815,0
HP:0031076,Impaired cortisol response to insulin stimulation test,HP:0031075,10175,1,0,Abnormality of cortisol metabolism,HP:0008209,0
HP:0003278,Square pelvis bone,HP:0040163,10173,4,1,no appropriate match,HP:0000000,0
HP:0034829,Adrenal cortical sclerosis,HP:0011732,10172,1,0,no appropriate match,HP:0000000,0
HP:0031660,Loud first heart sound,HP:0031657,10162,0,0,Abnormal heart sound,HP:0032446,0
HP:0000420,Short nasal septum,HP:0000419,10161,2,1,Short nasal septum,HP:0000459,0
HP:0012582,Bilateral renal dysplasia,HP:0000110,10160,2,0,Renal dysplasia,HP:0000110,0
HP:0001010,Hypopigmentation of the skin,HP:0001000,10158,99,5,Hypopigmented skin,HP:0001010,1
HP:0020159,Reduced response to gonadotropin-releasing hormone stimulation test,HP:0031279,10154,2,0,Abnormal response to gonadotropin-releasing hormone,HP:0003352,0
HP:0034498,Hepatic focal nodular hyperplasia,HP:0002896,10148,0,0,no appropriate match,HP:0000000,0
HP:0030892,Deep cerebral white matter hyperintensities,HP:0030890,10147,2,1,Periventricular white matter hyperintensities,HP:0031619,0
HP:0010305,Absence of the sacrum,HP:0008517,10146,11,0,Absent sacrum,HP:0008517,0
HP:0001005,Dermatological manifestations of systemic disorders,HP:0011354,10145,5,0,no appropriate match,HP:0000000,0
HP:0033063,Shortened sleep phase,HP:0006979,10144,2,0,Advanced sleep phase,HP:0011081,0
HP:0011856,Pica,HP:0100738,10142,9,2,Pica,HP:0011031,0
HP:0025769,Disordered formal thought process,HP:0025792,10142,0,0,Formal thought disorder,HP:0030851,0
HP:0033035,Abnormal Schwann cell morphology,HP:0100705,10139,0,0,Abnormality of Schwann cells,HP:0012255,0
HP:0005864,Pseudoarthrosis,HP:0011314,10136,4,0,Pseudoarthrosis,HP:0009733,0
HP:0032267,Empty delta sign,HP:0010303,10135,0,1,no appropriate match,HP:0000000,0
HP:0100541,Femoral hernia,HP:0004299,10129,16,0,no appropriate match,HP:0000000,0
HP:0033689,Anterograde memory impairment,HP:0033688,10124,0,0,Impaired anterograde episodic memory,HP:0012756,0
HP:0012655,Elevated CSF dopamine concentration,HP:0012654,10121,0,0,no appropriate match,HP:0000000,0
HP:0006937,Impaired distal tactile sensation,HP:0010830|HP:0002936,10111,22,1,Distal sensory impairment,HP:0002937,0
HP:0001046,Intermittent jaundice,HP:0000952,10104,14,3,Intermittent jaundice,HP:0000952,0
HP:0007499,Recurrent staphylococcal infections,HP:0002718,10089,8,1,Recurrent bacterial skin infections,HP:0005406,0
HP:0012786,Recurrent cystitis,HP:0000010,10089,2,0,Recurrent urinary tract infections,HP:0000010,0
HP:0000826,Precocious puberty,HP:0100000,10084,96,3,Precocious puberty,HP:0000826,1
HP:0100671,Abnormal trabecular bone morphology,HP:0003330,10081,8,0,Abnormal trabecular bone morphology,HP:0003100,0
HP:0009055,Generalized limb muscle atrophy,HP:0003700,10080,14,15,Generalized muscle atrophy,HP:0003202,0
HP:0011895,Anemia due to reduced life span of red cells,HP:0001903,10079,0,0,Hemolytic anemia,HP:0001878,0
HP:0430140,Positive CSF nucleic acid pathogen test,HP:0430123,10079,0,0,no appropriate match,HP:0000000,0
HP:0033771,Pleuritic chest pain,HP:0100749,10076,0,0,Pleuritic chest pain,HP:0100749,0
HP:0034443,Reduced circulating erythropoietin concentration,HP:0034442,10074,0,0,Decreased circulating erythropoietin level,HP:0005561,0
